expense_id,matter_id,expense_date,expense_type,amount,vendor
1650,112,2023-07-17,Expert Witness,39699.38,"Mendez, Jackson and Hughes"
1651,112,2023-09-06,Investigation,7867.24,"Brooks, Stone and White"
1652,112,2023-08-16,Mediation Services,6748.16,"Neal, Baldwin and Simpson"
1653,112,2023-06-23,Travel,5521.43,Little-Gibbs
1654,112,2023-08-08,Deposition,7086.28,Robinson and Sons
1655,112,2023-07-15,Expert Witness,22424.49,Foster LLC
1656,112,2023-07-12,Travel,6153.77,Duncan-Walls
1657,112,2023-07-06,Travel,3742.12,"Miller, Walton and Phillips"
1658,112,2023-07-23,Research/Legal Database,10597.45,Silva Group
1659,112,2023-07-23,Transcript Services,13092.64,Simmons-Mcdonald
1660,112,2023-07-10,Mediation Services,11461.11,Stewart-Reyes
1661,112,2023-06-12,Filing Fees,608.32,Baker Inc
1662,112,2023-07-04,Deposition,8189.38,Phillips PLC
1663,112,2023-07-23,Deposition,8633.44,"Miller, Hill and Perez"
1664,112,2023-06-04,Document Review,8779.52,Johnson-Gonzalez
1665,112,2023-06-14,Research/Legal Database,12512.32,Wright-Mcgee
1666,112,2023-08-23,Investigation,1350.9,Lee-Munoz
1667,112,2023-06-06,Mediation Services,6627.52,"Singh, Gaines and Smith"
1668,112,2023-06-26,Court Fees,2952.79,Logan-Powell
1669,112,2023-07-09,Filing Fees,3572.57,"Todd, Smith and Valdez"
1670,112,2023-09-19,Investigation,931.22,Grimes and Sons
1671,112,2023-06-17,Filing Fees,1426.7,"Clark, Hall and Matthews"
1672,112,2023-07-27,Expert Witness,39314.15,Sharp-Murray
1673,112,2023-08-26,Filing Fees,3933.53,Singleton-Patterson
1674,113,2024-12-12,Expert Witness,26355.5,Clark-Cole
1675,113,2024-08-10,Transcript Services,8929.64,Taylor-Russo
1676,113,2024-05-20,Mediation Services,12669.93,"Smith, Cochran and Flowers"
1677,113,2024-05-31,Court Fees,3528.07,Simmons-Goodwin
1678,113,2024-10-15,Transcript Services,12337.82,"Medina, Nguyen and Johnson"
1679,113,2024-10-22,Research/Legal Database,7612.8,Hernandez LLC
1680,113,2024-08-13,Mediation Services,2731.82,"Mcintyre, Berry and Myers"
1681,113,2024-06-14,Deposition,9691.98,Brown-Hughes
1682,113,2024-07-14,Travel,7953.54,Hudson-Hayes
1683,113,2024-11-27,Travel,5172.85,Jackson Ltd
1684,113,2024-08-08,Investigation,11194.3,Serrano PLC
1685,113,2024-07-18,Expert Witness,29025.21,Gonzalez Group
1686,113,2024-05-13,Document Review,9355.82,Carter PLC
1687,113,2024-03-05,Research/Legal Database,6375.76,Wood Inc
1688,113,2024-04-07,Document Review,2787.16,Myers-Mayo
1689,113,2024-03-24,Travel,7461.67,Mendoza-Jones
1690,113,2024-12-16,Transcript Services,8265.65,Anderson and Sons
1691,113,2024-05-22,Travel,9752.29,"Ortega, Moore and Andrews"
1692,113,2024-05-22,Court Fees,3535.57,Shaw Ltd
1693,113,2024-07-09,Travel,9618.77,Smith and Sons
1694,113,2024-07-04,Document Review,10462.77,Jacobs-Wright
1695,113,2024-05-28,Transcript Services,10538.77,"Suarez, Stevens and Johnston"
1696,113,2024-10-07,Court Fees,1770.25,Lucas-Ellison
1697,114,2023-04-07,Transcript Services,14686.72,"Sparks, Myers and Colon"
1698,114,2023-06-06,Investigation,888.37,Wright-Yoder
1699,114,2023-05-23,Filing Fees,3194.66,Cruz-Hopkins
1700,114,2023-05-19,Court Fees,3276.19,Long Inc
1701,114,2023-03-25,Mediation Services,6868.24,Hill Ltd
1702,114,2023-04-30,Expert Witness,21553.9,"Hendricks, Wolfe and Bowen"
1703,114,2023-03-23,Transcript Services,8192.28,Jenkins-Gill
1704,114,2023-03-11,Document Review,3864.0,Jones-Garcia
1705,114,2023-05-27,Mediation Services,11266.24,Ortiz-Martin
1706,114,2023-03-21,Document Review,10050.99,Murray Inc
1707,114,2023-05-12,Travel,8305.51,"Brady, James and Reese"
1708,114,2023-06-07,Research/Legal Database,11850.75,Johnson-King
1709,114,2023-05-21,Court Fees,2596.59,Murphy Ltd
1710,114,2023-04-21,Mediation Services,2118.87,Jones-Kelley
1711,114,2023-03-26,Investigation,7778.97,Taylor-Hoover
1712,114,2023-06-05,Expert Witness,22386.41,Roberson PLC
1713,114,2023-03-09,Filing Fees,4792.32,Martinez-Figueroa
1714,114,2023-03-17,Document Review,10118.19,"Gallagher, Byrd and Hernandez"
1715,114,2023-04-08,Court Fees,2046.83,Klein Ltd
1716,114,2023-04-29,Mediation Services,8908.53,Horton-Copeland
1717,114,2023-06-02,Expert Witness,9633.03,"Bates, Keller and Garcia"
1718,114,2023-05-18,Document Review,13296.02,Williams-Smith
1719,114,2023-05-28,Transcript Services,13854.62,Mcfarland LLC
1720,115,2024-10-26,Mediation Services,1850.73,Davis Group
1721,115,2023-01-28,Expert Witness,13987.09,Rogers and Sons
1722,115,2024-05-13,Investigation,11733.3,Walker Inc
1723,115,2024-08-06,Court Fees,2641.79,"Jackson, Jackson and Perry"
1724,115,2023-03-26,Transcript Services,14671.23,Morris-Sims
1725,115,2024-04-03,Filing Fees,3338.65,"Foster, Patterson and Hall"
1726,115,2023-03-25,Expert Witness,25081.99,Thompson-Morales
1727,115,2023-08-24,Expert Witness,14161.42,Lewis-Robinson
1728,115,2024-04-27,Mediation Services,9622.01,Santos-Wood
1729,116,2023-06-13,Mediation Services,9789.02,Jenkins PLC
1730,116,2024-03-02,Court Fees,2544.18,Marquez PLC
1731,116,2023-08-16,Filing Fees,1176.0,Greene Ltd
1732,116,2024-06-29,Research/Legal Database,9209.26,"Middleton, Wise and Anderson"
1733,116,2023-08-18,Filing Fees,2976.21,"Stewart, York and Olson"
1734,116,2023-11-23,Document Review,12577.39,"Barr, Cole and Dixon"
1735,117,2024-12-25,Deposition,7770.39,"Matthews, Mcneil and Hall"
1736,117,2024-12-22,Expert Witness,34723.1,Parker Ltd
1737,117,2024-12-18,Expert Witness,25593.95,Harvey Inc
1738,117,2024-12-12,Mediation Services,7860.81,Phillips-Hernandez
1739,117,2024-12-13,Transcript Services,14506.14,Young Ltd
1740,117,2024-12-22,Transcript Services,3165.84,Stevenson-Murphy
1741,117,2024-12-15,Investigation,9654.52,"Buchanan, Williams and Conner"
1742,117,2024-12-18,Court Fees,838.68,Christensen-Perez
1743,117,2024-12-25,Mediation Services,531.64,Allen-Ryan
1744,117,2024-12-28,Transcript Services,10438.63,"Mcneil, Solis and Horton"
1745,117,2024-12-13,Transcript Services,13326.1,Boyd-White
1746,117,2024-12-22,Filing Fees,4363.61,Kane Inc
1747,117,2024-12-29,Research/Legal Database,12097.23,Walters and Sons
1748,117,2024-12-29,Filing Fees,2263.61,Davis PLC
1749,117,2024-12-21,Expert Witness,30086.12,Young Inc
1750,117,2024-12-18,Mediation Services,2435.3,Collins-Griffith
1751,117,2024-12-14,Expert Witness,15804.85,Obrien LLC
1752,117,2024-12-15,Court Fees,2553.3,Faulkner-Harris
1753,117,2024-12-27,Research/Legal Database,14916.85,Miller-Kaufman
1754,117,2024-12-17,Filing Fees,1375.78,Ruiz Group
1755,117,2024-12-20,Document Review,4568.86,"Hamilton, Moore and Mckay"
1756,118,2024-07-16,Deposition,8227.62,Simmons-Miller
1757,118,2024-11-30,Filing Fees,3335.96,Larson-Hernandez
1758,118,2024-10-03,Research/Legal Database,9807.91,James-Torres
1759,118,2024-05-13,Deposition,9984.88,"Obrien, Jones and Taylor"
1760,118,2024-07-12,Investigation,13549.86,Hendricks Inc
1761,118,2024-02-16,Court Fees,1303.89,"Cross, Brooks and Sullivan"
1762,118,2024-06-25,Document Review,12252.34,Waller-Brooks
1763,118,2024-07-19,Research/Legal Database,4824.72,"Archer, Jones and Dyer"
1764,118,2024-12-28,Deposition,2934.55,Cruz PLC
1765,118,2024-04-04,Transcript Services,769.23,Krueger-Wise
1766,118,2024-10-11,Court Fees,4724.55,Hicks-Burns
1767,119,2024-07-10,Travel,5126.76,"Brown, Cruz and Coleman"
1768,119,2023-11-15,Travel,1080.59,Johnson-Li
1769,119,2024-06-09,Mediation Services,13687.35,"Johnson, Wade and Hernandez"
1770,119,2024-05-26,Transcript Services,7044.56,"Hernandez, Wright and Lane"
1771,119,2024-06-26,Expert Witness,16246.65,Smith Inc
1772,119,2024-06-16,Filing Fees,3420.61,Sanders-Willis
1773,119,2024-11-02,Investigation,511.15,"Kent, Liu and Martin"
1774,119,2024-02-20,Document Review,4013.1,"Turner, Ponce and Barrett"
1775,119,2024-01-27,Deposition,2196.62,Gross-Goodwin
1776,120,2024-10-10,Expert Witness,20836.88,Rodriguez PLC
1777,120,2024-05-04,Travel,7285.61,Olsen-Adams
1778,120,2022-08-31,Filing Fees,1651.29,"Sanders, Parker and Benitez"
1779,120,2024-06-15,Court Fees,3649.61,Davis Ltd
1780,120,2023-04-12,Investigation,11951.71,Pena-Quinn
1781,120,2022-07-20,Document Review,10355.21,Lopez-Taylor
1782,120,2023-06-25,Travel,8863.34,"Fry, Hayes and Olsen"
1783,120,2022-08-05,Document Review,12685.8,Brady and Sons
1784,120,2022-10-23,Mediation Services,8428.37,Alexander-Durham
1785,120,2022-05-14,Court Fees,2085.25,"Martin, Carter and Gray"
1786,120,2022-11-11,Transcript Services,7050.66,Johnson-Young
1787,120,2023-06-24,Investigation,4107.16,Smith LLC
1788,120,2024-04-07,Deposition,3488.01,Ortega Inc
1789,120,2022-05-01,Filing Fees,2350.01,"Conner, Bennett and Meyer"
1790,121,2024-12-03,Research/Legal Database,3846.91,Frederick-Kennedy
1791,121,2023-09-07,Expert Witness,22152.18,Rogers-Maldonado
1792,121,2023-09-11,Investigation,9262.63,Montoya-Everett
1793,121,2024-05-02,Transcript Services,14567.26,Bishop-Hester
1794,121,2024-09-29,Filing Fees,1776.67,Smith Ltd
1795,121,2023-10-24,Court Fees,1082.06,Johnson Inc
1796,121,2024-09-27,Transcript Services,5000.97,Tapia-Walton
1797,121,2023-07-05,Investigation,14532.96,Montgomery-Hopkins
1798,121,2023-12-16,Research/Legal Database,2455.88,Keller-Smith
1799,121,2024-04-12,Expert Witness,47809.21,Smith-Ward
1800,121,2023-02-08,Research/Legal Database,9270.07,"Nguyen, Wallace and Lawson"
1801,122,2024-06-28,Research/Legal Database,2903.89,"Bauer, Bailey and Crosby"
1802,122,2024-12-12,Filing Fees,3036.54,Hatfield-Vincent
1803,122,2024-12-01,Research/Legal Database,660.65,"Cruz, Lawson and Joseph"
1804,122,2024-11-20,Filing Fees,2291.7,"Glover, Moran and Johnson"
1805,122,2024-07-28,Investigation,14255.1,Turner Ltd
1806,122,2024-12-29,Transcript Services,8959.4,Jackson-Griffin
1807,122,2024-04-01,Research/Legal Database,3242.59,"Fernandez, Sanchez and Jackson"
1808,122,2024-12-13,Deposition,4392.6,"Davis, Graham and Baldwin"
1809,122,2024-04-15,Transcript Services,13675.88,Orr-Miranda
1810,122,2024-05-04,Transcript Services,10030.91,Wade-Lynn
1811,122,2024-09-20,Research/Legal Database,9025.82,"Taylor, Nichols and Swanson"
1812,122,2024-03-24,Transcript Services,11971.32,"Cook, Walker and Johnston"
1813,122,2024-12-07,Mediation Services,4095.25,Schneider Group
1814,122,2024-12-03,Deposition,7763.46,"Fitzgerald, James and May"
1815,122,2024-08-17,Investigation,13044.84,Stokes-Walker
1816,122,2024-04-01,Filing Fees,3001.9,Rodriguez LLC
1817,122,2024-10-11,Investigation,10796.68,Garner Inc
1818,123,2024-11-23,Transcript Services,3215.72,Castaneda Group
1819,123,2024-11-24,Filing Fees,555.61,Collins PLC
1820,123,2024-11-20,Court Fees,1611.77,Whitney-Flores
1821,123,2024-11-05,Mediation Services,3003.67,"Peck, Martinez and Alvarado"
1822,123,2024-11-25,Mediation Services,14239.14,Foster PLC
1823,123,2024-12-18,Document Review,13480.59,Thomas-Hahn
1824,123,2024-12-16,Travel,1860.81,Frazier-Hernandez
1825,123,2024-10-29,Travel,6428.1,"Ortega, Solis and Warner"
1826,123,2024-11-26,Travel,9784.43,Shaw-Barker
1827,123,2024-10-28,Transcript Services,1727.25,"Berry, Welch and Lewis"
1828,123,2024-10-30,Research/Legal Database,6335.54,Brown-Patrick
1829,123,2024-10-18,Expert Witness,5198.86,"Clark, Oconnor and Cochran"
1830,123,2024-12-04,Court Fees,1803.17,Leblanc and Sons
1831,123,2024-12-18,Expert Witness,34356.71,"Myers, Joyce and Hopkins"
1832,123,2024-12-17,Investigation,13984.22,Kelley LLC
1833,123,2024-11-10,Research/Legal Database,12681.1,Mooney-Todd
1834,123,2024-11-08,Court Fees,4804.63,"Acosta, Campbell and Leblanc"
1835,123,2024-12-04,Document Review,11247.27,"Long, Anderson and Goodwin"
1836,123,2024-11-24,Travel,8676.16,Horn Ltd
1837,124,2024-09-24,Transcript Services,1525.4,"Martin, Taylor and Dominguez"
1838,124,2024-09-22,Document Review,2214.03,Clark Ltd
1839,124,2024-09-09,Travel,5649.28,"Smith, Barber and Johnston"
1840,124,2024-11-15,Transcript Services,7687.74,Bennett Group
1841,124,2024-11-16,Research/Legal Database,13566.43,Howe Inc
1842,124,2024-10-01,Mediation Services,7316.12,White-Williams
1843,124,2024-12-28,Expert Witness,31614.65,"Morgan, Hamilton and Hernandez"
1844,124,2024-11-22,Mediation Services,6804.29,Johnson and Sons
1845,124,2024-10-07,Deposition,8495.41,Watts-Blevins
1846,124,2024-11-12,Filing Fees,1837.05,Parsons-Esparza
1847,124,2024-11-14,Research/Legal Database,4804.35,Strickland Ltd
1848,124,2024-10-05,Expert Witness,19827.79,"Delgado, Richardson and Wilson"
1849,124,2024-08-24,Research/Legal Database,1306.36,May-Kerr
1850,124,2024-09-13,Research/Legal Database,3886.22,"Berry, Armstrong and Hill"
1851,125,2023-09-30,Expert Witness,30660.25,"White, Washington and Newman"
1852,125,2023-05-21,Investigation,14903.23,"Martinez, Nguyen and Reeves"
1853,125,2023-11-19,Filing Fees,3238.84,"Lopez, Hess and Smith"
1854,125,2023-07-12,Court Fees,3300.73,"Logan, Moreno and Brown"
1855,125,2023-11-08,Document Review,8601.14,"Reeves, Tyler and Martinez"
1856,125,2023-10-04,Transcript Services,6309.84,"Merritt, White and George"
1857,125,2023-02-02,Transcript Services,14132.39,"West, Edwards and Williams"
1858,125,2023-07-20,Mediation Services,13857.65,"Martin, Hart and York"
1859,125,2022-12-02,Expert Witness,34206.57,Hunter LLC
1860,125,2024-01-02,Deposition,4620.68,Henderson Ltd
1861,125,2022-11-18,Research/Legal Database,13250.53,Williams-Bautista
1862,125,2023-12-07,Court Fees,2632.36,Hopkins-Wallace
1863,126,2023-05-15,Travel,6651.53,"Edwards, Bartlett and Shea"
1864,126,2023-05-31,Expert Witness,25185.65,"Clark, Garcia and Weiss"
1865,126,2022-11-11,Filing Fees,2340.68,Thomas and Sons
1866,126,2023-12-08,Mediation Services,6743.89,"Arnold, Vargas and Ramirez"
1867,126,2023-08-06,Deposition,9803.54,Jones-Scott
1868,126,2023-01-29,Research/Legal Database,11486.59,Ross Inc
1869,126,2023-12-01,Document Review,12818.82,"Coleman, Neal and Herrera"
1870,126,2022-08-13,Expert Witness,18932.9,"Adams, Schultz and Brewer"
1871,126,2023-07-29,Document Review,7615.91,"Sandoval, Hoover and Jacobs"
1872,126,2023-02-19,Court Fees,3698.7,Stewart Group
1873,126,2023-01-28,Deposition,3029.84,"Wright, Nelson and Schmidt"
1874,126,2023-07-13,Court Fees,3454.92,Jones-Bowman
1875,126,2023-01-19,Investigation,10076.9,Strickland-Thomas
1876,126,2023-09-13,Deposition,8653.78,Smith-Bennett
1877,126,2023-12-15,Court Fees,557.3,Lynn-Patton
1878,126,2022-09-11,Investigation,7607.78,"Chandler, Parker and Nicholson"
1879,127,2023-09-23,Research/Legal Database,1562.48,"Bailey, Armstrong and Campbell"
1880,127,2023-04-08,Deposition,1558.99,Mosley and Sons
1881,127,2023-05-14,Filing Fees,887.72,White-Shaffer
1882,127,2024-02-15,Transcript Services,11546.03,"Arnold, Macias and Powell"
1883,127,2023-12-11,Research/Legal Database,14506.97,Smith-Palmer
1884,127,2023-01-09,Research/Legal Database,10577.64,Thomas PLC
1885,127,2024-03-30,Transcript Services,11291.06,Sellers Ltd
1886,127,2024-09-30,Transcript Services,9165.49,"Waters, Gregory and Barnes"
1887,127,2023-08-30,Court Fees,3158.54,Andersen-Lindsey
1888,127,2023-10-03,Mediation Services,7522.05,Cisneros-Meyer
1889,127,2024-03-17,Travel,5136.6,Torres Inc
1890,128,2023-06-13,Document Review,11110.55,Townsend-Bruce
1891,128,2023-02-15,Document Review,12850.87,Blair Inc
1892,128,2022-08-23,Document Review,4488.39,Miller LLC
1893,128,2023-01-16,Investigation,4655.86,Stokes-Smith
1894,128,2023-06-13,Transcript Services,501.24,"Romero, Cross and Castillo"
1895,128,2023-01-01,Document Review,7654.04,"Barron, Wolfe and Sullivan"
1896,128,2023-02-08,Expert Witness,24976.92,"Smith, Coleman and Ferguson"
1897,128,2022-10-29,Mediation Services,6531.75,"Guerrero, Knapp and Kidd"
1898,128,2023-06-12,Research/Legal Database,11729.77,"Lynch, Lawson and Oconnell"
1899,128,2023-03-02,Deposition,9878.01,"Mckee, Thompson and Richardson"
1900,128,2022-08-11,Expert Witness,36132.27,Farley-Henderson
1901,129,2023-06-12,Filing Fees,1946.09,Booker-Morgan
1902,129,2023-12-30,Transcript Services,1533.74,"Rosales, Hodge and Roberts"
1903,129,2023-08-21,Investigation,9633.19,Lewis-Rojas
1904,129,2023-10-17,Mediation Services,12873.32,Leblanc Ltd
1905,129,2023-09-11,Deposition,1808.46,Walls PLC
1906,129,2024-04-22,Travel,9649.12,Kelly PLC
1907,129,2023-08-05,Research/Legal Database,13026.23,Gomez-Smith
1908,129,2024-05-20,Transcript Services,5533.14,Morales Inc
1909,129,2022-12-07,Document Review,5599.29,Gonzalez-Rice
1910,129,2024-05-25,Travel,9744.4,Martinez-Freeman
1911,129,2023-01-13,Expert Witness,32225.83,"Wright, Ruiz and Brooks"
1912,129,2023-06-02,Court Fees,3012.55,Herrera LLC
1913,129,2022-12-12,Deposition,5579.95,Douglas-Gonzales
1914,129,2023-01-02,Deposition,4116.85,"Hamilton, Howard and Harrell"
1915,129,2023-02-11,Court Fees,3780.14,Mitchell and Sons
1916,129,2023-06-22,Court Fees,1944.32,"Rivera, Johnson and Wade"
1917,129,2024-06-28,Investigation,4278.29,"Bird, Wilson and Burns"
1918,129,2023-08-29,Transcript Services,6189.81,"Klein, Nguyen and Duran"
1919,129,2024-05-14,Deposition,3239.89,"Barber, Harmon and Petersen"
1920,129,2022-12-28,Court Fees,4648.21,Sparks and Sons
1921,130,2023-03-11,Investigation,12408.24,"Smith, Cohen and Williams"
1922,130,2023-09-10,Expert Witness,7276.03,Bray-Mclaughlin
1923,130,2023-05-26,Expert Witness,31452.45,Campbell-Miller
1924,130,2023-05-24,Expert Witness,37257.1,"Hernandez, Dixon and Wright"
1925,130,2023-08-24,Deposition,9035.1,Gamble-Wright
1926,130,2023-09-07,Court Fees,2928.09,Wells Inc
1927,131,2024-10-19,Travel,6437.86,"Carr, Lopez and Bond"
1928,131,2024-10-01,Mediation Services,2669.36,Perez and Sons
1929,131,2024-08-07,Court Fees,4119.22,Mooney-Hickman
1930,131,2024-08-13,Expert Witness,35643.77,"Gonzalez, Lin and James"
1931,131,2024-09-06,Transcript Services,6047.97,"Schultz, Hall and Rogers"
1932,132,2024-08-24,Expert Witness,15734.63,"Simmons, Williams and Rodriguez"
1933,132,2024-07-27,Deposition,9238.05,Dawson-Wright
1934,132,2024-12-05,Mediation Services,8542.9,Williams Inc
1935,132,2024-10-08,Document Review,9610.96,Lewis-Kennedy
1936,132,2024-12-08,Expert Witness,34703.22,Jordan LLC
1937,132,2024-12-18,Mediation Services,8337.03,Cook-Rodriguez
1938,132,2024-10-10,Research/Legal Database,6180.26,"Arnold, Atkins and Rivera"
1939,132,2024-10-28,Research/Legal Database,9317.17,Paul-Chapman
1940,132,2024-09-24,Deposition,1814.89,Santos and Sons
1941,132,2024-09-19,Filing Fees,1771.18,Eaton and Sons
1942,133,2022-12-10,Transcript Services,3496.38,"Martinez, Willis and Barr"
1943,133,2022-12-12,Travel,7501.37,Lee Group
1944,133,2023-01-11,Deposition,7487.5,Mcmahon PLC
1945,133,2022-11-08,Research/Legal Database,3401.27,"Wells, Juarez and Ferguson"
1946,133,2022-10-18,Travel,6444.11,Lee PLC
1947,133,2022-12-19,Investigation,4849.73,"Hester, Jacobson and West"
1948,133,2022-12-19,Expert Witness,27641.19,Jones-Barnes
1949,133,2023-01-12,Mediation Services,13550.04,"Gibbs, Jackson and Hill"
1950,133,2023-01-16,Filing Fees,2693.22,Williams-Knight
1951,133,2022-12-28,Mediation Services,10937.6,"Lee, Olsen and Simpson"
1952,133,2022-11-29,Transcript Services,8596.64,"Mata, Martin and Christensen"
1953,133,2022-11-13,Expert Witness,31846.14,Morales-Nelson
1954,133,2022-10-22,Expert Witness,49057.16,Armstrong PLC
1955,133,2022-12-17,Court Fees,3197.68,"Gibson, Zimmerman and Warren"
1956,133,2022-11-04,Transcript Services,1843.52,Phillips LLC
1957,133,2022-12-01,Document Review,13051.96,Walker PLC
1958,133,2022-10-28,Court Fees,913.44,Bowman LLC
1959,133,2023-01-11,Research/Legal Database,12255.97,Marks-Williams
1960,134,2023-12-14,Court Fees,933.12,Nichols Inc
1961,134,2023-05-02,Mediation Services,4497.32,"Jacobs, Wood and Miller"
1962,134,2023-06-09,Deposition,6047.89,"Baker, Anderson and Villanueva"
1963,134,2022-09-02,Deposition,2467.08,Garrett Inc
1964,134,2023-08-29,Filing Fees,1584.36,Cross LLC
1965,134,2022-06-13,Court Fees,1001.47,Medina PLC
1966,134,2022-04-26,Filing Fees,645.57,"Watts, Bautista and Scott"
1967,134,2023-04-16,Investigation,12081.45,"Pierce, Montoya and Walker"
1968,134,2022-08-15,Research/Legal Database,2627.73,"Soto, Garrison and Foster"
1969,134,2022-12-14,Deposition,3033.01,"Barber, Richardson and Barrera"
1970,134,2022-04-17,Investigation,10332.75,Stevens and Sons
1971,134,2022-06-21,Investigation,7422.4,Harding-White
1972,134,2022-08-24,Document Review,5768.7,Martin-Thompson
1973,134,2022-11-09,Document Review,4795.86,"Lopez, Thomas and Simmons"
1974,134,2022-12-20,Expert Witness,43859.44,"Waller, Garcia and Rose"
1975,134,2023-06-24,Research/Legal Database,13818.74,Morrison Group
1976,134,2022-11-02,Travel,1719.35,Serrano Ltd
1977,135,2024-11-12,Document Review,6160.82,Wright Inc
1978,135,2023-07-09,Court Fees,4202.93,"Greene, Sparks and Smith"
1979,135,2024-07-30,Transcript Services,5414.9,"Fitzgerald, Morgan and Zimmerman"
1980,135,2023-05-22,Travel,6189.21,Malone-Stafford
1981,135,2024-08-16,Filing Fees,4443.8,Rivera-Moore
1982,135,2023-02-03,Investigation,12156.64,"Adams, Stephens and Smith"
1983,135,2023-01-25,Filing Fees,1095.22,"Phillips, Hunt and Copeland"
1984,136,2023-02-07,Research/Legal Database,4098.86,Johnson Group
1985,136,2023-08-05,Transcript Services,5950.94,Rios-Perez
1986,136,2024-08-02,Expert Witness,21348.59,Mcdaniel-Espinoza
1987,136,2024-08-19,Expert Witness,11204.06,Jackson-Rodriguez
1988,136,2023-01-08,Filing Fees,831.53,Howard-Gilbert
1989,136,2023-01-21,Mediation Services,4867.5,Huang PLC
1990,136,2023-02-14,Research/Legal Database,5922.57,Moreno-Greene
1991,136,2024-03-09,Mediation Services,13654.63,Barry Ltd
1992,136,2023-06-04,Expert Witness,14723.68,Bailey-Garcia
1993,136,2024-08-30,Filing Fees,2826.21,"Wood, Baker and Meadows"
1994,136,2024-06-04,Expert Witness,19878.98,Hensley and Sons
1995,136,2024-05-20,Expert Witness,22701.68,Flores Group
1996,136,2023-09-19,Expert Witness,22830.2,Briggs-Wilson
1997,136,2023-09-05,Travel,4905.75,"Ramirez, Davis and Cooley"
1998,136,2023-03-08,Expert Witness,21693.41,Gomez-Snyder
1999,136,2023-10-15,Research/Legal Database,11098.54,Guzman-Fields
2000,136,2023-02-04,Court Fees,3411.41,"Dorsey, Reyes and Dunn"
2001,136,2023-11-26,Filing Fees,1696.92,Patel-Underwood
2002,137,2022-10-15,Transcript Services,8402.77,"Espinoza, Rose and Frank"
2003,137,2023-04-12,Court Fees,549.27,Warner and Sons
2004,137,2022-10-05,Travel,6279.77,Mcknight Inc
2005,137,2022-10-06,Transcript Services,2214.85,Rosario-Mccall
2006,137,2022-06-01,Research/Legal Database,1351.18,Ward-Atkinson
2007,138,2024-11-13,Expert Witness,11442.31,Phillips and Sons
2008,138,2024-11-25,Research/Legal Database,837.93,"Bonilla, Durham and Sanchez"
2009,138,2024-11-24,Document Review,5415.01,Burgess Inc
2010,138,2024-12-22,Travel,7906.53,"Thomas, Quinn and Horton"
2011,138,2024-08-29,Investigation,11476.15,Miles Ltd
2012,138,2024-10-02,Transcript Services,7278.62,Monroe-Harrell
2013,138,2024-06-06,Transcript Services,5816.69,Thomas-Sanchez
2014,138,2024-06-02,Court Fees,3085.15,Hernandez-White
2015,138,2024-11-06,Research/Legal Database,14553.05,"Rose, Rush and Harrison"
2016,138,2024-11-01,Expert Witness,7229.25,Harrington-Dominguez
2017,138,2024-07-31,Mediation Services,6740.55,Brown Ltd
2018,138,2024-06-06,Research/Legal Database,13014.08,Gordon Inc
2019,139,2024-05-28,Deposition,9255.08,Frazier-Liu
2020,139,2024-07-23,Investigation,14049.45,Ellison-Shaw
2021,139,2024-09-17,Deposition,3320.11,Huynh-Nelson
2022,139,2024-02-09,Document Review,14731.5,Spence-Martinez
2023,139,2024-03-23,Transcript Services,14301.38,"Brown, Long and Carson"
2024,139,2024-12-22,Expert Witness,19356.02,"Skinner, Velasquez and Mcdonald"
2025,139,2024-04-28,Mediation Services,14458.34,"Sullivan, James and Brown"
2026,139,2024-05-19,Document Review,10555.54,Lee-Rodriguez
2027,139,2024-02-03,Deposition,3026.16,"Maxwell, Rogers and Allen"
2028,139,2024-03-05,Court Fees,1059.6,Jones PLC
2029,139,2024-01-10,Expert Witness,33377.98,Lopez-Harris
2030,139,2024-12-05,Court Fees,3732.65,Adams PLC
2031,139,2024-07-27,Transcript Services,6144.7,"Downs, Webb and Williams"
2032,139,2024-02-09,Deposition,5764.53,Smith-Kelly
2033,139,2024-04-17,Document Review,13351.57,Porter-Edwards
2034,139,2024-05-26,Document Review,11550.29,Dickson-Park
2035,139,2024-02-10,Filing Fees,4911.58,Mosley-Gordon
2036,139,2024-07-05,Research/Legal Database,13070.86,Johnson Group
2037,139,2024-06-26,Transcript Services,12015.93,Roberts and Sons
2038,140,2023-04-26,Research/Legal Database,2288.55,Mcclure Inc
2039,140,2023-10-23,Transcript Services,7678.1,Wilkerson Ltd
2040,140,2023-04-08,Deposition,7294.7,"Martin, Stuart and Black"
2041,140,2023-05-27,Filing Fees,554.32,"Mills, Mack and West"
2042,140,2022-04-25,Filing Fees,961.47,Ward-Chase
2043,140,2022-11-10,Filing Fees,4281.6,"Schroeder, Hughes and Clark"
2044,140,2023-03-09,Document Review,8355.53,Rubio PLC
2045,140,2023-03-21,Expert Witness,25144.02,Davis-Smith
2046,140,2023-06-21,Document Review,7009.19,Payne-Novak
2047,140,2023-07-01,Research/Legal Database,11487.66,Porter Group
2048,140,2022-08-24,Filing Fees,572.16,Martin-Ramirez
2049,140,2022-09-26,Travel,4179.88,Jones Ltd
2050,140,2023-06-25,Court Fees,2146.88,Andersen-Good
2051,140,2023-06-19,Deposition,1244.56,Santos-Taylor
2052,140,2022-04-20,Deposition,9594.04,"Freeman, Cox and Mitchell"
2053,140,2022-10-27,Expert Witness,8053.32,"Stark, Anderson and Richardson"
2054,141,2024-01-10,Court Fees,2404.22,Brooks-Fleming
